3.900000000000000000e+01,1.800000000000000000e+01,1.986070000000000000e+05,3.346500000000000000e+04,1.000000000000000000e+00
4.700000000000000000e+01,1.600000000000000000e+01,4.579710000000000000e+05,3.150500000000000000e+04,9.000000000000000000e+00
3.680000000000000000e+02,1.630000000000000000e+02,3.105635000000000000e+06,4.412100000000000000e+05,3.000000000000000000e+00
4.190000000000000000e+02,2.090000000000000000e+02,4.094629000000000000e+06,1.185799000000000000e+06,5.000000000000000000e+00
5.880000000000000000e+02,2.920000000000000000e+02,5.493010000000000000e+06,9.840600000000000000e+05,5.000000000000000000e+00
7.100000000000000000e+02,3.270000000000000000e+02,6.136530000000000000e+06,1.136140000000000000e+06,1.800000000000000000e+01
1.298000000000000000e+03,4.370000000000000000e+02,1.115005200000000000e+07,4.337728000000000000e+06,1.900000000000000000e+01
3.445000000000000000e+03,8.350000000000000000e+02,3.612167800000000000e+07,4.603644000000000000e+06,4.500000000000000000e+01
3.784000000000000000e+03,7.870000000000000000e+02,3.919689800000000000e+07,4.582381000000000000e+06,6.600000000000000000e+01
1.666000000000000000e+03,5.030000000000000000e+02,1.472336400000000000e+07,1.201890000000000000e+06,3.000000000000000000e+01
3.066000000000000000e+03,5.730000000000000000e+02,3.047900000000000000e+07,3.454031000000000000e+06,4.000000000000000000e+01
3.368000000000000000e+03,7.150000000000000000e+02,2.528897700000000000e+07,4.475673000000000000e+06,1.810000000000000000e+02
