9.800000000000000000e+02,6.740000000000000000e+02,6.997908000000000000e+06,1.703523000000000000e+06,2.170000000000000000e+02
5.990000000000000000e+02,4.500000000000000000e+02,4.242635000000000000e+06,2.321869000000000000e+06,1.942400000000000000e+04
7.460000000000000000e+02,5.020000000000000000e+02,5.606886000000000000e+06,8.803020000000000000e+05,2.000000000000000000e+00
3.840000000000000000e+02,2.470000000000000000e+02,2.933831000000000000e+06,4.924920000000000000e+05,0.000000000000000000e+00
1.650000000000000000e+02,8.500000000000000000e+01,1.273105000000000000e+06,6.521100000000000000e+04,0.000000000000000000e+00
1.150000000000000000e+02,8.500000000000000000e+01,2.443005000000000000e+06,2.513840000000000000e+05,0.000000000000000000e+00
8.600000000000000000e+01,5.400000000000000000e+01,1.803557000000000000e+06,2.468480000000000000e+05,0.000000000000000000e+00
1.020000000000000000e+02,4.800000000000000000e+01,4.906660000000000000e+05,6.666000000000000000e+04,0.000000000000000000e+00
1.270000000000000000e+02,8.400000000000000000e+01,1.180249000000000000e+06,1.366410000000000000e+05,3.000000000000000000e+00
1.500000000000000000e+02,8.900000000000000000e+01,1.346716000000000000e+06,9.581600000000000000e+04,1.000000000000000000e+00
1.630000000000000000e+02,9.700000000000000000e+01,1.394682000000000000e+06,1.412110000000000000e+05,1.200000000000000000e+01
2.560000000000000000e+02,2.130000000000000000e+02,1.762758000000000000e+06,1.730980000000000000e+05,1.100000000000000000e+01
2.820000000000000000e+02,1.800000000000000000e+02,1.694576000000000000e+06,2.129660000000000000e+05,1.600000000000000000e+01
4.680000000000000000e+02,3.630000000000000000e+02,2.965099000000000000e+06,3.323200000000000000e+05,2.000000000000000000e+00
3.890000000000000000e+02,2.750000000000000000e+02,3.215527000000000000e+06,1.550155000000000000e+06,1.500000000000000000e+01
4.500000000000000000e+01,2.100000000000000000e+01,2.583400000000000000e+05,3.187900000000000000e+04,1.000000000000000000e+00
3.900000000000000000e+01,1.100000000000000000e+01,1.902610000000000000e+05,1.472100000000000000e+04,0.000000000000000000e+00
2.600000000000000000e+01,7.000000000000000000e+00,2.587930000000000000e+05,6.025000000000000000e+03,1.000000000000000000e+00
3.000000000000000000e+01,1.100000000000000000e+01,1.312500000000000000e+05,1.094400000000000000e+04,0.000000000000000000e+00
3.600000000000000000e+01,1.500000000000000000e+01,2.002700000000000000e+05,3.498600000000000000e+04,0.000000000000000000e+00
2.600000000000000000e+01,6.000000000000000000e+00,1.044550000000000000e+05,3.211000000000000000e+03,0.000000000000000000e+00
2.400000000000000000e+01,7.000000000000000000e+00,7.399000000000000000e+04,5.377000000000000000e+03,0.000000000000000000e+00
2.200000000000000000e+01,9.000000000000000000e+00,1.296530000000000000e+05,1.354100000000000000e+04,0.000000000000000000e+00
1.300000000000000000e+01,7.000000000000000000e+00,9.924700000000000000e+04,7.894000000000000000e+03,0.000000000000000000e+00
2.000000000000000000e+01,8.000000000000000000e+00,8.577300000000000000e+04,6.096200000000000000e+04,0.000000000000000000e+00
1.200000000000000000e+01,6.000000000000000000e+00,1.102060000000000000e+05,9.292000000000000000e+03,0.000000000000000000e+00
1.500000000000000000e+01,7.000000000000000000e+00,1.045960000000000000e+05,4.683000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,4.932900000000000000e+04,1.889000000000000000e+03,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.869200000000000000e+04,5.110000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.525700000000000000e+04,3.630000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.016300000000000000e+04,1.130000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,5.433800000000000000e+04,4.424000000000000000e+03,0.000000000000000000e+00
1.400000000000000000e+01,2.000000000000000000e+00,1.209230000000000000e+05,4.222000000000000000e+03,0.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+00,1.031460000000000000e+05,1.098500000000000000e+05,0.000000000000000000e+00
6.000000000000000000e+00,2.000000000000000000e+00,2.456200000000000000e+04,5.530000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+00,1.313640000000000000e+05,4.248000000000000000e+03,0.000000000000000000e+00
1.400000000000000000e+01,1.100000000000000000e+01,2.205050000000000000e+05,6.056000000000000000e+03,0.000000000000000000e+00
1.800000000000000000e+01,6.000000000000000000e+00,1.203160000000000000e+05,4.984000000000000000e+03,0.000000000000000000e+00
1.600000000000000000e+01,5.000000000000000000e+00,2.094350000000000000e+05,1.733700000000000000e+04,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,3.624000000000000000e+03,4.350000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000000e+00,4.673100000000000000e+04,1.234900000000000000e+04,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,1.325680000000000000e+05,6.873000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,2.083700000000000000e+04,6.220000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,1.521000000000000000e+04,2.960000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.023400000000000000e+04,1.110000000000000000e+02,0.000000000000000000e+00
7.000000000000000000e+00,3.000000000000000000e+00,2.459700000000000000e+04,1.564000000000000000e+03,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,1.640000000000000000e+02,1.150000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.047700000000000000e+04,2.220000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.048500000000000000e+04,2.220000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.177900000000000000e+04,1.440000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.034600000000000000e+04,1.500000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,1.586300000000000000e+04,1.808000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,4.776500000000000000e+04,1.609000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+00,1.097630000000000000e+05,5.166000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,1.776800000000000000e+04,1.297700000000000000e+04,0.000000000000000000e+00
6.000000000000000000e+00,1.000000000000000000e+00,1.402860000000000000e+05,1.570000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+00,9.000000000000000000e+00,9.367100000000000000e+04,4.950000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,4.283300000000000000e+04,1.052300000000000000e+04,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,2.056700000000000000e+04,2.220000000000000000e+02,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,3.484200000000000000e+04,1.271000000000000000e+03,0.000000000000000000e+00
8.000000000000000000e+00,2.000000000000000000e+00,6.688500000000000000e+04,1.312000000000000000e+03,0.000000000000000000e+00
