9.580000000000000000e+02,3.250000000000000000e+02,2.654856000000000000e+07,4.843994000000000000e+06,2.310000000000000000e+02
1.553000000000000000e+03,4.350000000000000000e+02,4.114642900000000000e+07,1.301354200000000000e+07,2.680000000000000000e+02
8.920000000000000000e+02,2.990000000000000000e+02,1.245957700000000000e+07,3.604072000000000000e+06,1.900000000000000000e+01
9.150000000000000000e+02,3.550000000000000000e+02,1.476615300000000000e+07,3.376452000000000000e+06,1.070000000000000000e+02
1.129000000000000000e+03,4.410000000000000000e+02,1.640478800000000000e+07,5.740895000000000000e+06,2.900000000000000000e+01
1.189000000000000000e+03,4.040000000000000000e+02,1.669886900000000000e+07,9.743336000000000000e+06,3.200000000000000000e+01
1.996000000000000000e+03,6.500000000000000000e+02,3.077096200000000000e+07,1.109024300000000000e+07,6.700000000000000000e+01
9.452000000000000000e+03,2.353000000000000000e+03,1.510053490000000000e+08,4.891531600000000000e+07,1.740000000000000000e+02
7.954000000000000000e+03,1.869000000000000000e+03,1.678112960000000000e+08,4.068607100000000000e+07,2.300000000000000000e+02
8.548000000000000000e+03,2.328000000000000000e+03,1.434028780000000000e+08,3.976243700000000000e+07,3.020000000000000000e+02
6.726000000000000000e+03,1.401000000000000000e+03,1.414957470000000000e+08,2.511762200000000000e+07,1.600000000000000000e+02
1.089700000000000000e+04,2.449000000000000000e+03,1.549906500000000000e+08,4.347840400000000000e+07,3.030000000000000000e+03
